figure,figure_title,source_file,year,age_name,age_no,cause_name,cluster_4,val,val_std,age,measure,location_name,exp_loss,type,income_group,growth_transitions,location,diseases,scenario,both,disability,mortality,start_year,no_births,eradication,W,Wnewborn,W_start,Wnewborn_start,erad,W_lag,Wnewborn_lag,erad_lag,erad_diff,dW_dd,dWnewborn_dd,d2W_dd2,d2Wnewborn_dd2,W_elast_1,Wnewborn_elast_1,W_elast_2,Wnewborn_elast_2,W_sum,Wnewborn_sum,dW_dd_sum,dWnewborn_dd_sum,d2W_dd2_sum,W_elast_1_sum,W_elast_2_sum,W_relative,W_sum_relative,complementarity_label
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Poisoning by other means,Infant,24.621985584189307,-0.27187550297029495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Police conflict and executions,Adult (early),24.56747362446611,1.9507985384291904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Polycystic ovarian syndrome,Adult (early),16.266707827986917,1.4997576346888286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Premenstrual syndrome,Adult (early),184.93108278677852,1.3300247559772989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Prostate cancer,Ageing-related,0.7890857540004724,-0.6583325584777123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Protein-energy malnutrition,Infant,35.2102157683168,-0.521648729363959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pruritus,Adult (late),0.996172030156278,-0.7511803378426013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Psoriasis,Adult (late),22.98682339875537,-0.4779866177993497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pulmonary Arterial Hypertension,Ageing-related,4.7539322061281775,-0.6145700093474169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pulmonary aspiration and foreign body in airway,Infant,32.72163707952161,-0.3946241431651503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Pyoderma,Ageing-related,7.915198370991805,-0.6204508040500499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Rabies,Infant,7.1068527380316855,-0.37322060543545416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Refraction disorders,Adult (late),29.61817948741152,-0.7859777207321148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Retinoblastoma,Infant,0,-0.37804080715729627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Rheumatic heart disease,Ageing-related,136.5856328422806,-0.597192118894585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Rheumatoid arthritis,Ageing-related,10.4182690633798,-0.8510285244099957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Scabies,Infant,52.44733854535709,0.9875479657156276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Schistosomiasis,Adult (early),44.05283683703822,1.8953896820874283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Schizophrenia,Adult (early),170.7125927417712,-0.05557545900727807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Seborrhoeic dermatitis,Adult (late),4.911158476721516,0.12403144227162045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Self-harm by firearm,Adult (early),65.82406529365595,1.6305780910178667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Self-harm by other specified means,Adult (early),709.1629023912652,1.6407354208539333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Sickle cell disorders,Infant,70.23281598846181,0.15415422705330506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Sickle cell trait,Infant,26.727771439937147,-0.04582338823883549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Silicosis,Ageing-related,0.12994429871407773,-0.7639611215860248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Soft tissue and other extraosseous sarcomas,Ageing-related,21.276696250925664,-0.8212425059212748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Stomach cancer,Ageing-related,16.09552513666769,-0.8839752083855339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Subarachnoid hemorrhage,Ageing-related,30.978841484139103,-0.8986184513285477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Sudden infant death syndrome,Infant,0,-0.21320071635561041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Syphilis,Infant,3.058543734708812,-0.21727933394526233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Tension-type headache,Adult (late),58.32832839940636,0.08702730827221053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Testicular cancer,Adult (early),12.991730845441994,1.258715497110471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Tetanus,Infant,7.568075681412533,-0.21270352295224582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Thalassemias,Infant,8.57556371423128,-0.20681563957585883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Thalassemias trait,Infant,21.832594717619415,-0.6071380795409455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Thyroid cancer,Ageing-related,8.533304957842722,-0.7881247116888057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Thyroid diseases,Ageing-related,62.83952994132725,-0.6829977714803268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,"Tracheal, bronchus, and lung cancer",Adult (late),17.180253054501986,-0.8671450576525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Trachoma,Ageing-related,0.06474338132096458,-0.7387815934322708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Trichomoniasis,Adult (early),2.9601787140777924,0.31034179334331513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Trichuriasis,Adult (early),6.661285912225006,1.9348771632016049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Turner syndrome,Infant,0.1593853153541595,0.8166606222992375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Typhoid fever,Infant,38.055614055444046,-0.28361344443372544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Ulcerative colitis,Ageing-related,4.956699346403869,-0.5400494440360548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Unintentional firearm injuries,Adult (early),26.15871736848342,1.6550123304081863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Upper respiratory infections,Infant,59.31344895513432,-0.3021993579695581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Urinary tract infections and interstitial nephritis,Ageing-related,34.83079819535083,-0.4705031327284253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Urogenital congenital anomalies,Infant,4.765243545947486,-0.21852626857798849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Urolithiasis,Ageing-related,13.604427379693306,-0.3389943706087507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Urticaria,Infant,46.37480369688965,-0.3090495660077383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Uterine cancer,Adult (late),2.218676101879011,-0.91448625285973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Uterine fibroids,Ageing-related,0.9327603093368212,-0.6136608427658788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Varicella and herpes zoster,Ageing-related,3.2654517015793245,-0.5882201420307772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Vascular intestinal disorders,Ageing-related,3.1358514016438552,-0.5590610543685391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Venomous animal contact,Infant,51.221616827524144,-0.30735463597337487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Viral skin diseases,Adult (early),24.75438496861616,0.663103548252324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Visceral leishmaniasis,Infant,2.4701893777939716,-0.22454982153125272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Vitamin A deficiency,Infant,2.945604965508292,-0.46633261242733653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Yellow fever,Infant,4.779301179362867,0.6299777166119961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,20-24 years,20,Zika virus,Infant,7.4324257238584e-4,-0.1990594575501987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acne vulgaris,Adult (early),11.235126062607431,0.13521860748408637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute glomerulonephritis,Ageing-related,2.166061275253322,-0.6701502288729041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute hepatitis A,Infant,15.791167198138613,-0.31364180269782355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute hepatitis B,Infant,27.087258777474183,-0.1878109476780846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute hepatitis C,Infant,2.7729725856313885,-0.5724595593721659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute hepatitis E,Infant,3.5954453568649742,-0.19245819785405233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute lymphoid leukemia,Infant,36.68139961953547,-0.4133412638693003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Acute myeloid leukemia,Ageing-related,35.52750763354895,-0.7814851105631089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Adverse effects of medical treatment,Infant,30.622035813684008,-0.5116007751459405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,African trypanosomiasis,Adult (early),1.5213088913229738,1.2504269699099209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Age-related and other hearing loss,Ageing-related,294.3411231766428,-0.7097274232453512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Age-related macular degeneration,Ageing-related,0,-0.5647291487955499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Alcohol use disorders,Adult (early),274.23968460907463,0.47385164994090034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Alcoholic cardiomyopathy,Adult (late),6.07928214768132,-0.9064941073813713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Alopecia areata,Adult (early),2.0422176981750013,1.223829236831583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Alzheimer's disease and other dementias,Ageing-related,0,-0.43230697421190734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Amphetamine use disorders,Adult (early),71.56457495175376,2.7358783698027853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Anorexia nervosa,Adult (early),19.23592157282179,1.4054192284304847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Anxiety disorders,Adult (early),749.0231303793706,0.5445558721853702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Aortic aneurysm,Ageing-related,6.891179925146477,-0.6261623817014901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Appendicitis,Ageing-related,23.024185083720973,0.1727273121775169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Asbestosis,Ageing-related,0.06585706902256719,-0.6112388334789509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Ascariasis,Infant,5.039134398390511,-0.32259386869631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Asthma,Ageing-related,184.69784151861327,-0.8479080494707917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Atopic dermatitis,Ageing-related,63.15740148680256,-0.5717403438824608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Atrial fibrillation and flutter,Ageing-related,0,-0.4830643820624895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Attention-deficit/hyperactivity disorder,Adult (early),52.28214908468295,0.6760082913266768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Autism spectrum disorders,Infant,126.44653025871348,0.4342365309440743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Benign and in situ cervical and uterine neoplasms,Adult (early),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Benign and in situ intestinal neoplasms,Adult (early),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Benign prostatic hyperplasia,Adult (late),0,-0.7389481699840825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Bipolar disorder,Adult (early),135.49284416533857,0.9815255823378293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Bladder cancer,Ageing-related,2.7874398625705945,-0.654758564394393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Brain and central nervous system cancer,Adult (late),54.395731840531965,-1.1063309840476632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Breast cancer,Ageing-related,79.19957506180522,-0.8802259793563173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,25-29 years,25,Bulimia nervosa,Adult (early),80.11271770978527,1.797037231380872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
